period,programme,scheme,scheme_description,basis,UGI,county_code,county,recipients
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,13
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,936
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,13598
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,5799
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,122
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,472
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,485
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,124
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,3105
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,924
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,25
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,349
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,558
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,2
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,86
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,2749
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,736
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,14
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,879
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,1321
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,4
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,194
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,9163
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,2043
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,91
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,8758
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,14234
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,36
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,2120
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,40054
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,14433
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,333
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,1665
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,1390
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,14
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,411
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,8512
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,3086
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,97
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,1701
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,1735
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,6
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,397
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,6320
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,2642
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,25
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,637
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,730
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,5
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,148
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,3658
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,1225
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,21
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,841
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,967
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,2
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,191
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,5737
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,2774
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,57
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,242
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,420
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,1
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,51
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,2208
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,540
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,24
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,823
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,1509
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,2
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,190
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,6165
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,1487
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,45
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,1177
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,1945
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,4
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,293
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,6648
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,1766
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,57
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,234
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,185
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,4
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,56
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,1512
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,431
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,11
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,542
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,706
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,3
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,115
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,3284
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,990
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,25
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,1524
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,1498
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,4
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,369
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,5486
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,2274
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,33
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,427
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,416
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,1
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,98
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,2156
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,720
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,29
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,809
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,858
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,2
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,202
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,5526
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,1566
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,67
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,441
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,649
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,2
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,113
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,3117
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,1027
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,17
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,434
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,353
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,3
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,93
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,2212
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,793
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,22
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,385
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,549
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,99
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,2921
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,829
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,22
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,936
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,1536
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,4
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,221
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,6777
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,1906
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,68
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,640
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,1328
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,7
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,159
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,6216
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,1623
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,25
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,560
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,767
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,1
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,151
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,3693
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,1131
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,30
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,950
2019Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,1193
2019Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,6
2019Q4,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,221
2019Q4,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,4670
2019Q4,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,1743
2019Q4,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,31
2019Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,893
